"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","UPSIDE ","BUST ","SOS SEASON","ECR VS. ADP"
"1",1,"Josh Allen",BUF,"QB1","7","5 out of 5","1 out of 5","3 out of 5 stars","+1"
"2",1,"Lamar Jackson",BAL,"QB2","13","4 out of 5","3 out of 5","3 out of 5 stars","+5"
"3",1,"Drake Maye",NE,"QB3","11","5 out of 5","2 out of 5","2 out of 5 stars","+6"
"4",1,"Joe Burrow",CIN,"QB4","6","4 out of 5","3 out of 5","3 out of 5 stars","+9"
"5",1,"Jayden Daniels",WAS,"QB5","7","4 out of 5","4 out of 5","2 out of 5 stars","+9"
"6",1,"Jalen Hurts",PHI,"QB6","10","4 out of 5","3 out of 5","5 out of 5 stars","+16"
"7",1,"Jahmyr Gibbs",DET,"RB1","6","5 out of 5","1 out of 5","5 out of 5 stars","-6"
"8",2,"Bijan Robinson",ATL,"RB2","11","5 out of 5","1 out of 5","2 out of 5 stars","-5"
"9",2,"Ja'Marr Chase",CIN,"WR1","6","5 out of 5","1 out of 5","4 out of 5 stars","-5"
"10",2,"Caleb Williams",CHI,"QB7","10","5 out of 5","2 out of 5","3 out of 5 stars","+11"
"11",2,"Puka Nacua",LAR,"WR2","11","5 out of 5","2 out of 5","1 out of 5 stars","-6"
"12",2,"Justin Herbert",LAC,"QB8","7","5 out of 5","2 out of 5","2 out of 5 stars","+15"
"13",2,"Jaxon Smith-Njigba",SEA,"WR3","11","5 out of 5","2 out of 5","3 out of 5 stars","-7"
"14",2,"Amon-Ra St. Brown",DET,"WR4","6","5 out of 5","1 out of 5","4 out of 5 stars","-3"
"15",2,"Trevor Lawrence",JAC,"QB9","7","5 out of 5","2 out of 5","4 out of 5 stars","+17"
"16",2,"Dak Prescott",DAL,"QB10","14","4 out of 5","2 out of 5","2 out of 5 stars","+15"
"17",2,"Christian McCaffrey",SF,"RB3","8","4 out of 5","4 out of 5","2 out of 5 stars","-9"
"18",2,"Jonathan Taylor",IND,"RB4","13","4 out of 5","3 out of 5","4 out of 5 stars","-8"
"19",3,"James Cook III",BUF,"RB5","7","5 out of 5","2 out of 5","2 out of 5 stars","-7"
"20",3,"CeeDee Lamb",DAL,"WR5","14","4 out of 5","2 out of 5","2 out of 5 stars","-3"
"21",3,"Brock Purdy",SF,"QB11","8","4 out of 5","2 out of 5","1 out of 5 stars","+23"
"22",3,"Justin Jefferson",MIN,"WR6","6","4 out of 5","2 out of 5","5 out of 5 stars","-4"
"23",3,"Jaxson Dart",NYG,"QB12","8","5 out of 5","4 out of 5","4 out of 5 stars","+11"
"24",3,"Bo Nix",DEN,"QB13","10","4 out of 5","2 out of 5","3 out of 5 stars","+16"
"25",3,"Patrick Mahomes II",KC,"QB14","5","2 out of 5","4 out of 5","2 out of 5 stars","+14"
"26",3,"Chase Brown",CIN,"RB6","6","5 out of 5","2 out of 5","2 out of 5 stars","0"
"",3
"27",3,"A.J. Brown",NE,"WR7","11","5 out of 5","2 out of 5","2 out of 5 stars","+2"
"28",3,"Drake London",ATL,"WR8","11","4 out of 5","3 out of 5","3 out of 5 stars","0"
"29",3,"Saquon Barkley",PHI,"RB7","10","4 out of 5","3 out of 5","4 out of 5 stars","-6"
"30",3,"Matthew Stafford",LAR,"QB15","11","4 out of 5","2 out of 5","3 out of 5 stars","+18"
"31",3,"Jared Goff",DET,"QB16","6","3 out of 5","2 out of 5","5 out of 5 stars","+19"
"32",3,"De'Von Achane",MIA,"RB8","6","4 out of 5","4 out of 5","3 out of 5 stars","-12"
"33",3,"Brock Bowers",LV,"TE1","13","5 out of 5","2 out of 5","3 out of 5 stars","-18"
"34",3,"Nico Collins",HOU,"WR9","8","5 out of 5","2 out of 5","3 out of 5 stars","-1"
"35",3,"Omarion Hampton",LAC,"RB9","7","5 out of 5","2 out of 5","3 out of 5 stars","-11"
"36",3,"Kenneth Walker III",KC,"RB10","5","5 out of 5","3 out of 5","3 out of 5 stars","-11"
"37",3,"Derrick Henry",BAL,"RB11","13","4 out of 5","2 out of 5","3 out of 5 stars","-7"
"38",4,"Ashton Jeanty",LV,"RB12","13","4 out of 5","4 out of 5","2 out of 5 stars","-22"
"39",4,"Kyler Murray",MIN,"QB17","6","4 out of 5","3 out of 5","5 out of 5 stars","+23"
"40",4,"George Pickens",DAL,"WR10","14","4 out of 5","3 out of 5","2 out of 5 stars","-3"
"41",4,"Chris Olave",NO,"WR11","8","4 out of 5","3 out of 5","3 out of 5 stars","+1"
"42",4,"Trey McBride",ARI,"TE2","14","4 out of 5","2 out of 5","2 out of 5 stars","-23"
"43",4,"Malik Nabers",NYG,"WR12","8","4 out of 5","4 out of 5","4 out of 5 stars","-2"
"44",4,"Baker Mayfield",TB,"QB18","10","3 out of 5","4 out of 5","2 out of 5 stars","+16"
"45",4,"Jordan Love",GB,"QB19","11","4 out of 5","3 out of 5","4 out of 5 stars","+16"
"46",4,"DeVonta Smith",PHI,"WR13","10","4 out of 5","2 out of 5","4 out of 5 stars","+5"
"47",4,"Rashee Rice",KC,"WR14","5","5 out of 5","4 out of 5","2 out of 5 stars","-9"
"48",4,"Tyler Shough",NO,"QB20","8","4 out of 5","2 out of 5","3 out of 5 stars","+16"
"49",4,"Zay Flowers",BAL,"WR15","13","4 out of 5","2 out of 5","4 out of 5 stars","+3"
"50",4,"Kyren Williams",LAR,"RB13","11","4 out of 5","2 out of 5","5 out of 5 stars","-5"
"51",4,"Tee Higgins",CIN,"WR16","6","5 out of 5","2 out of 5","4 out of 5 stars","+2"
"52",4,"Javonte Williams",DAL,"RB14","14","4 out of 5","4 out of 5","4 out of 5 stars","-3"
"53",4,"Malik Willis",MIA,"QB21","6","4 out of 5","4 out of 5","3 out of 5 stars","+29"
"54",4,"Breece Hall",NYJ,"RB15","13","4 out of 5","4 out of 5","3 out of 5 stars","-11"
"55",4,"Tetairoa McMillan",CAR,"WR17","5","4 out of 5","3 out of 5","2 out of 5 stars","-1"
"56",4,"Garrett Wilson",NYJ,"WR18","13","4 out of 5","3 out of 5","4 out of 5 stars","+2"
"57",4,"Ladd McConkey",LAC,"WR19","7","4 out of 5","3 out of 5","2 out of 5 stars","-1"
"58",4,"Jaylen Waddle",DEN,"WR20","10","4 out of 5","3 out of 5","2 out of 5 stars","+8"
"59",5,"Colston Loveland",CHI,"TE3","10","5 out of 5","2 out of 5","2 out of 5 stars","-23"
"60",5,"Emeka Egbuka",TB,"WR21","10","4 out of 5","3 out of 5","4 out of 5 stars","-1"
"61",5,"Jeremiyah Love",ARI,"RB16","14","5 out of 5","3 out of 5","2 out of 5 stars","-26"
"62",5,"Josh Jacobs",GB,"RB17","11","4 out of 5","4 out of 5","4 out of 5 stars","-16"
"63",5,"Travis Etienne Jr.",NO,"RB18","8","4 out of 5","4 out of 5","3 out of 5 stars","-6"
"64",5,"Terry McLaurin",WAS,"WR22","7","4 out of 5","2 out of 5","2 out of 5 stars","+10"
"65",5,"D'Andre Swift",CHI,"RB19","10","3 out of 5","2 out of 5","2 out of 5 stars","+3"
"66",5,"Davante Adams",LAR,"WR23","11","4 out of 5","4 out of 5","1 out of 5 stars","+7"
"67",5,"Luther Burden III",CHI,"WR24","10","4 out of 5","4 out of 5","3 out of 5 stars","-2"
"68",5,"Jameson Williams",DET,"WR25","6","4 out of 5","3 out of 5","4 out of 5 stars","+11"
"69",5,"C.J. Stroud",HOU,"QB22","8","3 out of 5","4 out of 5","4 out of 5 stars","+12"
"70",5,"Tyler Warren",IND,"TE4","13","4 out of 5","2 out of 5","3 out of 5 stars","-23"
"71",5,"Cam Skattebo",NYG,"RB20","8","4 out of 5","4 out of 5","4 out of 5 stars","-16"
"72",5,"Bucky Irving",TB,"RB21","10","3 out of 5","4 out of 5","2 out of 5 stars","-9"
"73",5,"DJ Moore",BUF,"WR26","7","4 out of 5","2 out of 5","4 out of 5 stars","+4"
"74",5,"Quinshon Judkins",CLE,"RB22","11","4 out of 5","4 out of 5","3 out of 5 stars","-7"
"75",5,"David Montgomery",HOU,"RB23","8","4 out of 5","2 out of 5","4 out of 5 stars","-6"
"76",5,"Christian Watson",GB,"WR27","11","4 out of 5","4 out of 5","5 out of 5 stars","+10"
"77",5,"Rome Odunze",CHI,"WR28","10","4 out of 5","3 out of 5","3 out of 5 stars","+8"
"78",5,"Mike Evans",SF,"WR29","8","4 out of 5","3 out of 5","2 out of 5 stars","+5"
"79",5,"Sam Darnold",SEA,"QB23","11","2 out of 5","4 out of 5","4 out of 5 stars","-7"
"80",5,"Cam Ward",TEN,"QB24","9","4 out of 5","4 out of 5","3 out of 5 stars","+10"
"81",5,"Daniel Jones",IND,"QB25","13","4 out of 5","4 out of 5","4 out of 5 stars","+8"
"82",5,"Bhayshul Tuten",JAC,"RB24","7","4 out of 5","3 out of 5","4 out of 5 stars","-11"
"83",5,"Jadarian Price",SEA,"RB25","11","4 out of 5","4 out of 5","4 out of 5 stars","+1"
"84",6,"Parker Washington",JAC,"WR30","7","4 out of 5","3 out of 5","4 out of 5 stars","+7"
"85",6,"TreVeyon Henderson",NE,"RB26","11","4 out of 5","4 out of 5","2 out of 5 stars","-15"
"86",6,"Marvin Harrison Jr.",ARI,"WR31","14","4 out of 5","4 out of 5","2 out of 5 stars","+7"
"87",6,"Tucker Kraft",GB,"TE5","11","4 out of 5","2 out of 5","2 out of 5 stars","-11"
"88",6,"Rhamondre Stevenson",NE,"RB27","11","3 out of 5","3 out of 5","2 out of 5 stars","+4"
"89",6,"Carnell Tate",TEN,"WR32","9","4 out of 5","3 out of 5","3 out of 5 stars","-2"
"90",6,"Bryce Young",CAR,"QB26","5","2 out of 5","4 out of 5","2 out of 5 stars","+8"
"",6
"91",6,"Jaylen Warren",PIT,"RB28","9","4 out of 5","4 out of 5","2 out of 5 stars","-3"
"92",6,"Brian Thomas Jr.",JAC,"WR33","7","2 out of 5","4 out of 5","4 out of 5 stars","+2"
"93",6,"Tony Pollard",TEN,"RB29","9","4 out of 5","3 out of 5","3 out of 5 stars","+4"
"94",6,"Harold Fannin Jr.",CLE,"TE6","11","4 out of 5","3 out of 5","3 out of 5 stars","-16"
"95",6,"DK Metcalf",PIT,"WR34","9","3 out of 5","3 out of 5","3 out of 5 stars","+5"
"96",6,"Rico Dowdle",PIT,"RB30","9","4 out of 5","4 out of 5","2 out of 5 stars","+6"
"97",6,"Sam LaPorta",DET,"TE7","6","4 out of 5","3 out of 5","3 out of 5 stars","-22"
"98",6,"Chris Godwin Jr.",TB,"WR35","10","4 out of 5","4 out of 5","4 out of 5 stars","+14"
"99",6,"Jonathon Brooks",CAR,"RB31","5","4 out of 5","4 out of 5","1 out of 5 stars","+11"
"100",6,"Kyle Pitts Sr.",ATL,"TE8","11","4 out of 5","4 out of 5","3 out of 5 stars","-20"
"101",6,"Courtland Sutton",DEN,"WR36","10","2 out of 5","4 out of 5","2 out of 5 stars","+5"
"102",6,"J.K. Dobbins",DEN,"RB32","10","4 out of 5","4 out of 5","2 out of 5 stars","+9"
"103",6,"Michael Pittman Jr.",PIT,"WR37","9","4 out of 5","3 out of 5","3 out of 5 stars","+21"
"104",6,"Jacoby Brissett",ARI,"QB27","14","2 out of 5","5 out of 5","2 out of 5 stars","+14"
"105",6,"Quentin Johnston",LAC,"WR38","7","4 out of 5","4 out of 5","2 out of 5 stars","+18"
"106",6,"Michael Wilson",ARI,"WR39","14","-","-","2 out of 5 stars","+3"
"107",6,"Alec Pierce",IND,"WR40","13","4 out of 5","4 out of 5","4 out of 5 stars","+8"
"108",6,"Chuba Hubbard",CAR,"RB33","5","2 out of 5","4 out of 5","1 out of 5 stars","-4"
"109",6,"Blake Corum",LAR,"RB34","11","4 out of 5","4 out of 5","5 out of 5 stars","+4"
"110",6,"George Kittle",SF,"TE9","8","4 out of 5","4 out of 5","3 out of 5 stars","-11"
"111",6,"Josh Downs",IND,"WR41","13","3 out of 5","4 out of 5","4 out of 5 stars","+14"
"112",6,"Wan'Dale Robinson",TEN,"WR42","9","4 out of 5","3 out of 5","3 out of 5 stars","+20"
"113",6,"Jacory Croskey-Merritt",WAS,"RB35","7","4 out of 5","4 out of 5","4 out of 5 stars","+18"
"114",6,"RJ Harvey",DEN,"RB36","10","2 out of 5","4 out of 5","2 out of 5 stars","-18"
"115",6,"Stefon Diggs",WAS,"WR43","7","4 out of 5","2 out of 5","2 out of 5 stars","+21"
"116",7,"Jordan Mason",MIN,"RB37","6","4 out of 5","3 out of 5","4 out of 5 stars","+11"
"117",7,"Jordan Addison",MIN,"WR44","6","4 out of 5","3 out of 5","5 out of 5 stars","+11"
"118",7,"Kenny Gainwell",TB,"RB38","10","4 out of 5","3 out of 5","2 out of 5 stars","+1"
"119",7,"Jayden Reed",GB,"WR45","11","4 out of 5","4 out of 5","5 out of 5 stars","+7"
"120",7,"Travis Kelce",KC,"TE10","5","3 out of 5","3 out of 5","4 out of 5 stars","-25"
"121",7,"Kyle Monangai",CHI,"RB39","10","4 out of 5","4 out of 5","2 out of 5 stars","-5"
"122",7,"Jakobi Meyers",JAC,"WR46","7","2 out of 5","3 out of 5","4 out of 5 stars","+8"
"123",7,"Makai Lemon",PHI,"WR47","10","4 out of 5","3 out of 5","4 out of 5 stars","-3"
"124",7,"Dalton Kincaid",BUF,"TE11","7","3 out of 5","4 out of 5","3 out of 5 stars","-21"
"125",7,"Rachaad White",WAS,"RB40","7","4 out of 5","3 out of 5","4 out of 5 stars","+4"
"126",7,"Dallas Goedert",PHI,"TE12","10","4 out of 5","3 out of 5","4 out of 5 stars","-9"
"127",7,"Aaron Jones Sr.",MIN,"RB41","6","1 out of 5","4 out of 5","4 out of 5 stars","+6"
"128",7,"Aaron Rodgers",PIT,"QB28","9","2 out of 5","4 out of 5","2 out of 5 stars","-7"
"129",7,"Isaiah Likely",NYG,"TE13","8","4 out of 5","4 out of 5","3 out of 5 stars","-21"
"130",7,"Geno Smith",NYJ,"QB29","13","2 out of 5","4 out of 5","4 out of 5 stars","-8"
"131",7,"Chris Rodriguez Jr.",JAC,"RB42","7","3 out of 5","4 out of 5","4 out of 5 stars","+12"
"132",7,"Romeo Doubs",NE,"WR48","11","4 out of 5","3 out of 5","2 out of 5 stars","+12"
"133",7,"Mark Andrews",BAL,"TE14","13","4 out of 5","4 out of 5","4 out of 5 stars","-19"
"134",7,"KC Concepcion",CLE,"WR49","11","4 out of 5","3 out of 5","3 out of 5 stars","+7"
"135",7,"Xavier Worthy",KC,"WR50","5","4 out of 5","4 out of 5","2 out of 5 stars","+3"
"136",7,"Jalen Coker",CAR,"WR51","5","4 out of 5","3 out of 5","2 out of 5 stars","+14"
"137",7,"Matthew Golden",GB,"WR52","11","4 out of 5","4 out of 5","5 out of 5 stars","+3"
"138",7,"Tyler Allgeier",ARI,"RB43","14","3 out of 5","4 out of 5","2 out of 5 stars","+10"
"139",7,"Woody Marks",HOU,"RB44","8","3 out of 5","4 out of 5","4 out of 5 stars","+15"
"140",7,"Jake Ferguson",DAL,"TE15","14","2 out of 5","4 out of 5","2 out of 5 stars","-33"
"141",7,"Khalil Shakir",BUF,"WR53","7","2 out of 5","4 out of 5","4 out of 5 stars","+4"
"142",7,"Jordyn Tyson",NO,"WR54","8","3 out of 5","5 out of 5","3 out of 5 stars","-37"
"143",7,"Tyjae Spears",TEN,"RB45","9","3 out of 5","4 out of 5","3 out of 5 stars","+15"
"144",7,"Rashid Shaheed",SEA,"WR55","11","3 out of 5","4 out of 5","3 out of 5 stars","+13"
"145",7,"Deebo Samuel Sr.",SF,"WR56","8","4 out of 5","4 out of 5","2 out of 5 stars","+10"
"146",7,"Jonah Coleman",DEN,"RB46","10","4 out of 5","4 out of 5","2 out of 5 stars","+14"
"147",7,"Juwan Johnson",NO,"TE16","8","4 out of 5","2 out of 5","2 out of 5 stars","-8"
"148",7,"Tank Bigsby",PHI,"RB47","10","4 out of 5","4 out of 5","4 out of 5 stars","+21"
"149",7,"Zach Charbonnet",SEA,"RB48","11","3 out of 5","4 out of 5","4 out of 5 stars","+4"
"150",7,"Keaton Mitchell",LAC,"RB49","7","4 out of 5","3 out of 5","3 out of 5 stars","+6"
"151",7,"De'Zhaun Stribling",SF,"WR57","8","4 out of 5","4 out of 5","2 out of 5 stars","+8"
"152",7,"Hunter Henry",NE,"TE17","11","2 out of 5","4 out of 5","4 out of 5 stars","-18"
"153",7,"Alvin Kamara",NO,"RB50","8","3 out of 5","4 out of 5","3 out of 5 stars","+9"
"154",8,"Chig Okonkwo",WAS,"TE18","7","4 out of 5","4 out of 5","1 out of 5 stars","-8"
"155",8,"MarShawn Lloyd",GB,"RB51","11","4 out of 5","4 out of 5","4 out of 5 stars","+29"
"156",8,"Dylan Sampson",CLE,"RB52","11","4 out of 5","2 out of 5","3 out of 5 stars","+12"
"157",8,"Isiah Pacheco",DET,"RB53","6","3 out of 5","4 out of 5","5 out of 5 stars","+8"
"158",8,"Dalton Schultz",HOU,"TE19","8","4 out of 5","2 out of 5","4 out of 5 stars","-7"
"159",8,"Adonai Mitchell",NYJ,"WR58","13","4 out of 5","4 out of 5","4 out of 5 stars","+34"
"160",8,"Tyrone Tracy Jr.",NYG,"RB54","8","2 out of 5","5 out of 5","4 out of 5 stars","-8"
"161",8,"Brenton Strange",JAC,"TE20","7","4 out of 5","3 out of 5","3 out of 5 stars","-26"
"162",8,"Braelon Allen",NYJ,"RB55","13","2 out of 5","4 out of 5","3 out of 5 stars","+26"
"163",8,"Denzel Boston",CLE,"WR59","11","4 out of 5","4 out of 5","3 out of 5 stars","+1"
"164",8,"Tre Tucker",LV,"WR60","13","4 out of 5","2 out of 5","2 out of 5 stars","+18"
"165",8,"Brian Robinson Jr.",ATL,"RB56","11","2 out of 5","4 out of 5","2 out of 5 stars","-2"
"166",8,"Jerry Jeudy",CLE,"WR61","11","1 out of 5","4 out of 5","3 out of 5 stars","+23"
"167",8,"Jalen McMillan",TB,"WR62","10","4 out of 5","4 out of 5","4 out of 5 stars","+5"
"168",8,"Tre' Harris",LAC,"WR63","7","4 out of 5","2 out of 5","2 out of 5 stars","+23"
"169",8,"Dontayvion Wicks",PHI,"WR64","10","4 out of 5","4 out of 5","4 out of 5 stars","+34"
"170",8,"Ray Davis",BUF,"RB57","7","4 out of 5","4 out of 5","2 out of 5 stars","+36"
"171",8,"Jauan Jennings",MIN,"WR65","6","2 out of 5","4 out of 5","5 out of 5 stars","+7"
"172",8,"Mike Washington Jr.",LV,"RB58","13","4 out of 5","4 out of 5","2 out of 5 stars","+8"
"173",8,"Kayshon Boutte",HOU,"WR66","8","3 out of 5","4 out of 5","3 out of 5 stars","+42"
"174",8,"Terrance Ferguson",LAR,"TE21","11","4 out of 5","4 out of 5","4 out of 5 stars","+1"
"175",8,"Fernando Mendoza",LV,"QB30","13","4 out of 5","3 out of 5","1 out of 5 stars","-74"
"176",8,"Pat Bryant",DEN,"WR67","10","3 out of 5","4 out of 5","2 out of 5 stars","+41"
"177",8,"Omar Cooper Jr.",NYJ,"WR68","13","4 out of 5","4 out of 5","4 out of 5 stars","-1"
"178",8,"Ryan Flournoy",DAL,"WR69","14","4 out of 5","3 out of 5","2 out of 5 stars","+14"
"179",8,"AJ Barner",SEA,"TE22","11","4 out of 5","2 out of 5","3 out of 5 stars","-18"
"180",8,"Jalen Nailor",LV,"WR70","13","-","-","2 out of 5 stars","-10"
"181",8,"Emmett Johnson",KC,"RB59","5","4 out of 5","4 out of 5","3 out of 5 stars","+5"
"182",8,"T.J. Hockenson",MIN,"TE23","6","3 out of 5","4 out of 5","4 out of 5 stars","-33"
"183",8,"Malik Washington",MIA,"WR71","6","3 out of 5","4 out of 5","3 out of 5 stars","+7"
"184",8,"Oronde Gadsden II",LAC,"TE24","7","3 out of 5","4 out of 5","4 out of 5 stars","-47"
"185",8,"Calvin Ridley",TEN,"WR72","9","2 out of 5","4 out of 5","3 out of 5 stars","+34"
"186",8,"Kimani Vidal",LAC,"RB60","7","1 out of 5","4 out of 5","3 out of 5 stars","+28"
"187",8,"Tua Tagovailoa",ATL,"QB31","11","2 out of 5","5 out of 5","4 out of 5 stars","-45"
"188",8,"Keenan Allen",IND,"WR73","13","3 out of 5","3 out of 5","4 out of 5 stars","+10"
"189",8,"Kenyon Sadiq",NYJ,"TE25","13","4 out of 5","4 out of 5","4 out of 5 stars","-42"
"190",8,"Gunnar Helm",TEN,"TE26","9","3 out of 5","4 out of 5","3 out of 5 stars","-11"
"191",8,"Nicholas Singleton",TEN,"RB61","9","3 out of 5","4 out of 5","3 out of 5 stars","+8"
"192",8,"Sean Tucker",TB,"RB62","10","3 out of 5","4 out of 5","2 out of 5 stars","+28"
"193",8,"Travis Hunter",JAC,"WR74","7","3 out of 5","4 out of 5","4 out of 5 stars","-22"
"194",8,"Jaylin Noel",HOU,"WR75","8","4 out of 5","3 out of 5","3 out of 5 stars","+47"
"195",8,"Jaydon Blue",DAL,"RB63","14","4 out of 5","4 out of 5","4 out of 5 stars","+6"
"196",8,"Cooper Kupp",SEA,"WR76","11","2 out of 5","4 out of 5","3 out of 5 stars","+22"
"197",8,"Pat Freiermuth",PIT,"TE27","9","3 out of 5","3 out of 5","2 out of 5 stars","-12"
"198",8,"Rashod Bateman",BAL,"WR77","13","3 out of 5","4 out of 5","4 out of 5 stars","+34"
"199",8,"Tank Dell",HOU,"WR78","8","4 out of 5","4 out of 5","3 out of 5 stars","-18"
"200",8,"Cade Otton",TB,"TE28","10","2 out of 5","4 out of 5","2 out of 5 stars","-17"
"201",9,"Isaac TeSlaa",DET,"WR79","6","3 out of 5","4 out of 5","4 out of 5 stars","+3"
"202",9,"Kaytron Allen",WAS,"RB64","7","2 out of 5","4 out of 5","4 out of 5 stars","-2"
"203",9,"George Holani",SEA,"RB65","11","3 out of 5","4 out of 5","4 out of 5 stars","+30"
"204",9,"Darnell Mooney",NYG,"WR80","8","3 out of 5","4 out of 5","4 out of 5 stars","+38"
"205",9,"Michael Penix Jr.",ATL,"QB32","11","2 out of 5","5 out of 5","4 out of 5 stars","-32"
"206",9,"James Conner",ARI,"RB66","14","3 out of 5","4 out of 5","2 out of 5 stars","-9"
"207",9,"Emanuel Wilson",SEA,"RB67","11","2 out of 5","4 out of 5","4 out of 5 stars","+51"
"208",9,"Jaylen Wright",MIA,"RB68","6","-","-","3 out of 5 stars","+37"
"209",9,"Germie Bernard",PIT,"WR81","9","2 out of 5","4 out of 5","3 out of 5 stars","+7"
"210",9,"Kaelon Black",SF,"RB69","8","3 out of 5","4 out of 5","2 out of 5 stars","-14"
"211",9,"David Njoku",LAC,"TE29","7","4 out of 5","4 out of 5","4 out of 5 stars","-24"
"212",9,"Troy Franklin",DEN,"WR82","10","1 out of 5","5 out of 5","2 out of 5 stars","+39"
"213",9,"Zachariah Branch",ATL,"WR83","11","2 out of 5","4 out of 5","3 out of 5 stars","-8"
"214",9,"Justice Hill",BAL,"RB70","13","-","-","3 out of 5 stars","-4"
"215",9,"Evan Engram",DEN,"TE30","10","-","-","4 out of 5 stars","-13"
"216",9,"Devaughn Vele",NO,"WR84","8","2 out of 5","4 out of 5","3 out of 5 stars","+24"
"217",9,"Malachi Fields",NYG,"WR85","8","4 out of 5","4 out of 5","4 out of 5 stars","+5"
"218",9,"Deshaun Watson",CLE,"QB33","11","1 out of 5","5 out of 5","4 out of 5 stars","-51"
"219",9,"Keon Coleman",BUF,"WR86","7","2 out of 5","4 out of 5","4 out of 5 stars","+30"
"220",9,"Antonio Williams",WAS,"WR87","7","4 out of 5","2 out of 5","2 out of 5 stars","-11"
"221",9,"Jack Bech",LV,"WR88","13","3 out of 5","4 out of 5","2 out of 5 stars","+33"
"222",9,"Chris Brooks",GB,"RB71","11","2 out of 5","4 out of 5","4 out of 5 stars","-"
"223",9,"Kirk Cousins",LV,"QB34","13","2 out of 5","4 out of 5","1 out of 5 stars","-46"
"224",9,"Chris Bell",MIA,"WR89","6","3 out of 5","4 out of 5","3 out of 5 stars","+7"
"225",9,"Isaiah Davis",NYJ,"RB72","13","2 out of 5","4 out of 5","3 out of 5 stars","-"
"226",9,"Colby Parkinson",LAR,"TE31","11","-","-","4 out of 5 stars","-18"
"227",9,"Jordan James",SF,"RB73","8","2 out of 5","4 out of 5","2 out of 5 stars","-4"
"228",9,"Samaje Perine",CIN,"RB74","6","2 out of 5","5 out of 5","2 out of 5 stars","+8"
"229",9,"Demond Claiborne",MIN,"RB75","6","3 out of 5","4 out of 5","4 out of 5 stars","-8"
"230",9,"Najee Harris",NYG,"RB76","8","2 out of 5","4 out of 5","4 out of 5 stars","+8"
"231",9,"Ollie Gordon II",MIA,"RB77","6","3 out of 5","4 out of 5","3 out of 5 stars","+45"
"232",9,"Ja'Kobi Lane",BAL,"WR90","13","4 out of 5","4 out of 5","4 out of 5 stars","-37"
"233",9,"Tory Horton",SEA,"WR91","11","3 out of 5","4 out of 5","3 out of 5 stars","+23"
"234",9,"Malik Davis",DAL,"RB78","14","-","-","4 out of 5 stars","-"
"235",9,"Ty Johnson",BUF,"RB79","7","-","-","2 out of 5 stars","-"
"236",9,"Ted Hurst III",TB,"WR92","10","4 out of 5","4 out of 5","4 out of 5 stars","-8"
"237",9,"Elic Ayomanor",TEN,"WR93","9","1 out of 5","5 out of 5","3 out of 5 stars","-"
"238",9,"LeQuint Allen Jr.",JAC,"RB80","7","2 out of 5","4 out of 5","4 out of 5 stars","-"
"239",9,"Tyquan Thornton",KC,"WR94","5","2 out of 5","5 out of 5","2 out of 5 stars","-"
"240",9,"Chimere Dike",TEN,"WR95","9","1 out of 5","5 out of 5","3 out of 5 stars","+13"
"241",9,"Greg Dulcich",MIA,"TE32","6","4 out of 5","4 out of 5","5 out of 5 stars","-67"
"242",9,"DJ Giddens",IND,"RB81","13","2 out of 5","4 out of 5","4 out of 5 stars","-"
"243",9,"Shedeur Sanders",CLE,"QB35","11","3 out of 5","4 out of 5","4 out of 5 stars","-77"
"244",9,"Darius Slayton",NYG,"WR96","8","2 out of 5","4 out of 5","4 out of 5 stars","+30"
"245",9,"Christian Kirk",SF,"WR97","8","2 out of 5","4 out of 5","2 out of 5 stars","-"
"246",9,"Caleb Douglas",MIA,"WR98","6","3 out of 5","4 out of 5","3 out of 5 stars","-33"
"247",9,"Mason Taylor",NYJ,"TE33","13","1 out of 5","4 out of 5","4 out of 5 stars","-20"
"248",9,"Xavier Legette",CAR,"WR99","5","2 out of 5","4 out of 5","2 out of 5 stars","-"
"249",9,"Kendre Miller",NO,"RB82","8","2 out of 5","4 out of 5","3 out of 5 stars","+12"
"250",9,"Marvin Mims Jr.",DEN,"WR100","10","3 out of 5","4 out of 5","2 out of 5 stars","-"
"251",9,"Theo Johnson",NYG,"TE34","8","1 out of 5","5 out of 5","3 out of 5 stars","-5"
"252",9,"Seth McGowan",IND,"RB83","13","4 out of 5","4 out of 5","4 out of 5 stars","+8"
"253",9,"Devin Neal",NO,"RB84","8","2 out of 5","4 out of 5","3 out of 5 stars","-"
"254",9,"Elijah Sarratt",BAL,"WR101","13","4 out of 5","4 out of 5","4 out of 5 stars","+1"
"255",9,"Emari Demercado",KC,"RB85","5","1 out of 5","5 out of 5","3 out of 5 stars","-"
"256",9,"Adam Randall",BAL,"RB86","13","4 out of 5","4 out of 5","3 out of 5 stars","+12"
"257",9,"Brashard Smith",KC,"RB87","5","-","-","3 out of 5 stars","-"
"258",9,"Cyrus Allen",KC,"WR102","5","4 out of 5","4 out of 5","2 out of 5 stars","-51"
"259",9,"Devin Singletary",NYG,"RB88","8","1 out of 5","5 out of 5","4 out of 5 stars","-"
"260",9,"Eli Stowers",PHI,"TE35","10","4 out of 5","4 out of 5","4 out of 5 stars","-48"
"261",9,"Trevor Etienne",CAR,"RB89","5","-","-","1 out of 5 stars","-"
